,angel,convertible_note,debt_financing,equity_crowdfunding,grant,non_equity_assistance,post_ipo_debt,post_ipo_equity,private_equity,product_crowdfunding,secondary_market,seed,undisclosed,venture
111200,,,,,,,,,,,,41303,,
111201,,250000,,,,,,,,,,,,
111202,,,,,,,,,,,,60000,,
111203,,,,,,,,,,,,25000,,
111204,,,,,,,,,,,,2000000,,
111205,,,,,,,,,,,,,,8000000
111206,,,,,,,,,,,,1600000,,
111207,,,,,,,,,,,,700000,,
111208,,,,,,,,,,,,30000,,
111209,,,,,,,,,,,,,,600000
111210,,,,,,,,,,,,,,2100000
111211,,,,,,,,,,,,400000,,
111212,,,43000000,,,,,,,,,,,
111213,,,,,,,,,,,,20000,,
111214,,,,,,,,,,,,,,68467
111215,,,6000000,,,,,,,,,,,
111216,,,,,,,,,500000,,,,,
111217,,,,,,,,,,,,30000,,
111218,,,,,,,,,,,,32059,,
111219,,,,,,,,,,,,,,10000000
111220,,,,,,,,,,,,,,3850000
111221,,,,,,,,,,,,,,10900000
111222,,,,,,80000,,,,,,,,
111223,,,,,,,,,,,,25000,,
111224,,,,,,,,,,,,800000,,
111225,400000,,,,,,,,,,,,,
111226,,,,,,,,,,,,1111,,
111227,,,,,,,,,,,,,,11701776
111228,1500000,,,,,,,,,,,,,
111229,,,,,,,,,,,,,,
111230,,,,,,,,183000000,,,,,,
111231,,,,,,,,,,,,,,
111232,,,700000,,,,,,,,,,,
111233,,,,,,,,,,,,500000,,
111234,,,,,,,,,,,,755000,,
111235,,,,,,,,,,,,150000,,
111236,,,,,,,,,,,,18000,,
111237,300000,,,,,,,,,,,,,
111238,,,,,,,,,,,,500064,,
111239,,,,,,,,,,,,,,
111240,,,,,,,,,,,,,,10000000
111241,,,,,,,,,,,,,,100000000
111242,,,,,,,,,,,,,,200000000
111243,,,,,,,,,,,,,,815000
111244,,,,,,,,,,,,,,
111245,,,,,,,,,,,,,,
111246,,,,,,,,,,,,,,3300000
111247,,,,,,,,,,,,,,6730000
111248,,,,,,,,,,,,120000,,
111249,,,,11000,,,,,,,,,,
111250,,,,,,,,,,,,,,1307200
111251,,,,,,,,,,,,15270,,
111252,,,,,,,,,,,,1750000,,
111253,,,,,,,,,,,,,7000000,
111254,,,,,,,,,,,,,,
111255,,,,,,,,,,,,,,
111256,,,,,,,,,,,,,,
111257,,,,,,,,,,,,35000,,
111258,,,,,,,,,,,,322917,,
111259,,,,,,,,,,,,,,
111260,,,,,,,,,,,,,,
111261,,,,,,,,,,,,,,
111262,,,,,,,,,,,,,,
111263,,,,,,,,,,,,,,
111264,,,,,,,,,,,,,,1750000
111265,,,,,,,,,,,,,,
111266,,,,,,,,,,,,795500,,
111267,,,,,,,,,,,,795500,,
111268,,,,,,,,,,,,,,75000
111269,,,,,,,,,,,,,,2030000
111270,200000,,,,,,,,,,,,,
111271,,,,,,,,,,,,,,
111272,,,,,,,,,,,,20658,,
111273,,,,,,,,,,,,,,7000000
111274,,,,,,,,,,,,,,
111275,,,,,,,,,,,,,,
111276,,,,,,,,,,,,600000,,
111277,,,,,,,,,,,,245221,,
111278,,,,,,,,,,,,147450,,
111279,,,,,,,,,,,,,,
111280,,,,,,,,,,,,500000,,
111281,,,,,,,,,,,,50000,,
111282,,,,,,,,,,,,,,2936953
111283,,,,,,,,,,,,486401,,
111284,,,,,,,,,,,,40000,,
111285,,,,,,,,,,,,118000,,
111286,,,,,,,,,,,,360000,,
111287,,,,,,,,,,,,,,
111288,,,,,,,,,,,,,,10000000
111289,,,,,,,,,,,,32352,,
111290,,32521,,,,,,,,,,,,
111291,,,,,,,,,,,,,,
111292,,,,,,,,,,,,,,6000000
111293,,,,,,,,,,,,,,22250000
111294,,,,,,,,,,,,,,
111295,,,,,,,,,,,,,,117143366
111296,,,,,,,,,,,,,,
111297,,,,,,,,,,,,,,500000
111298,300000,,,,,,,,,,,,,
111299,,,,,,,,,,,,2200000,,
111300,,,,,,,,,,,,,,
111301,,,,,,,,,,,,,,2700000
111302,313000,,,,,,,,,,,,,
111303,,1200000,,,,,,,,,,,,
111304,,528000,,,,,,,,,,,,
111305,,,,,,,,,,,,,,
111306,,,,,,,,,,,,,,
111307,,,,,,,,,,,,,,
111308,450000,,,,,,,,,,,,,
111309,,,,,,,,,,,,250000,,
111310,,,,,,,,,,,,,,
111311,,,,,,,,,,,,,,10609141
111312,,,,,,,,,,,,,,
111313,,,,,,,,,,,,,,1218184
111314,,,,,,,,,,,,,,4030091
111315,,,,,,,,,,,,,,4000000
111316,,,,,,,,,,,,,,11000000
111317,,,,,5600000,,,,,,,,,
111318,,,,,8000000,,,,,,,,,
111319,,,,,,,,,,,,,,
111320,,2784969,,,,,,,,,,,,
111321,,,,,,,,,,,,,,1313521
111322,100000,,,,,,,,,,,,,
111323,,,2000000,,,,,,,,,,,
111324,200000,,,,,,,,,,,,,
111325,,,,,,,,,,,,,,4000000
111326,1000000,,,,,,,,,,,,,
111327,,,,,,,,,,,,125000,,
111328,750000,,,,,,,,,,,,,
111329,,,,,,,,,,,,400000,,
111330,,,,,,,,,,,,700000,,
111331,,,,,,,,,,,,,,24000000
111332,,,,,,,,,,,,,,7500000
111333,,,,,,,,,,,,,,
111334,,,,,,,,,,,,,,
111335,,,,,,,,,,,,,,
111336,,,,,,,,,,,,2800000,,
111337,,,,,,,,,,,,,,12500000
111338,,,,,,,,,,,,,,3000000
111339,1900000,,,,,,,,,,,,,
111340,303205,,,,,,,,,,,,,
111341,,,,,,,,,,,,24000,,
111342,,,,,,,,,,,,64000,,
111343,,,,,,,,,,,,16000,,
111344,,,,,,,,,,,,96000,,
111345,,,,,,,,,,,,74884,,
111346,,,,,,,,,,,,,,
111347,,39652,,,,,,,,,,,,
111348,,,,,,,,,,,,64330,,
111349,,,,,85912,,,,,,,,,
111350,,,,,,,,,,,,,,5000000
111351,,,,,,,,,,,,,,
111352,,,,,,,,,,,,888668,,
111353,,,,,,,,,,,,,,
111354,,,,,,,,,,,,,,1000000
111355,,,,,,,,,,,,150000,,
111356,,,,,,,,,,,,500000,,
111357,,,,,,,,,,,,30000,,
111358,,,,,,,,,,,,150000,,
111359,,,,,,,,,,,,,,12000000
111360,,,,,,,,,,,,,,1774601
111361,282862,,,,,,,,,,,,,
111362,,,,,,,,,,,,,,36000000
111363,,,,,,,,,,,,,,
111364,,,,,,,,,,,,250000,,
111365,,,,,,,,,,,,25000,,
111366,,,,,,,,,,,,,,3000000
111367,,,,,,,,,,,,,,6000000
111368,,,,,,,,,,,,51878,,
111369,,,,,,,,,,,,,,20000000
111370,1000000,,,,,,,,,,,,,
111371,,,,,,,,,,,,16249,,
111372,,,,,,,,,,,,539800,,
111373,,,,,1600000,,,,,,,,,
111374,,,,,1900000,,,,,,,,,
111375,,,,,3000000,,,,,,,,,
111376,,,,,1200000,,,,,,,,,
111377,,,,,3000000,,,,,,,,,
111378,,,,,,,,,,,,240000,,
111379,,,,,,,,,,,,3500000,,
111380,,,,,,,,,,,,140000,,
111381,,,,,,,,,,,,,,300000
111382,,,,,,,,,,,,,,1192791
111383,,,,,,,,,,,,,,1625575
111384,,,,,,,,,,,,,,1085000
111385,,,,,,,,,,,,,,520000
111386,,,,,,,,,,,,,,670000
111387,,,,,,,,,,,,,,1850000
111388,485000,,,,,,,,,,,,,
111389,,,75000,,,,,,,,,,,
111390,,,325000,,,,,,,,,,,
111391,,,325000,,,,,,,,,,,
111392,,,,,,,,,,,,,,440000
111393,,,,,,,,,,,,,,6000000
111394,,,,,,,,,,,,,,4000000
111395,,,315000,,,,,,,,,,,
111396,,,,,,,,,,,,,,40000
111397,,,71456,,,,,,,,,,,
111398,,,,,,,,,,,,,,9000000
111399,,,3000000,,,,,,,,,,,
111400,,,,,,,,,,,,,,6000000
111401,,,,,,,,,,,,,,1400000
111402,,,,,,,,,,,,64000,,
111403,,,,,,,,,,,,,,
111404,,,,,,,,,,,,80000,,
111405,,,,,,,,,,,,300000,,
111406,,,,,,,,,,,,,,
111407,,,,,,,,,,,,15000,,
111408,,,,,,,,,,,,,,554100
111409,,,,,,,,,,,,383940,,
111410,,,,,,,,,,,,30000,,
111411,,,,,,,,,,,,,,10000000
111412,,,,,,,,,,,,,,5000000
111413,,,,,,,,,,,,,,20000000
111414,100000,,,,,,,,,,,,,
111415,,,,,,,,,,,,,,1000000
111416,,,,,,,,,,,,40000,,
111417,,,,,,,,,,,,,,7000000
111418,,,,,,,,,,,,,,11000000
111419,,,,,,,,,,,,,,
111420,,,,,,,,,,,,,,
111421,,,,,,,,,,,,5000000,,
111422,,,,,,,,,,,,,,27000000
111423,,,,,,,,,,,,950000,,
111424,,,,,,,,,,,,,,1500000
111425,,,,,,,,,,,,,,
111426,,,,,,,,,,,,,,
111427,,,,,,,,,,,,75000,,
111428,,,,,,,,,,,,,,5000000
111429,,,,,,,,,,,,,,4250000
111430,2282474,,,,,,,,,,,,,
111431,,,,,,,,,,,,,,1280000
111432,,,,,,,,,,,,100000,,
111433,,,,,,,,,,,,811531,,
111434,,,,,,,,,,,,,,
111435,,,,,,,,,,,,,,15000000
111436,,,,,,,,,,,,,,85000000
111437,,,,,,,,,,,,,,75000000
111438,,,,,,,,,,,,,,
111439,,,,75000,,,,,,,,,,
111440,,,,,,,,,,,,,,
111441,,,,,,,,,,,,150000,,
111442,,,,,,,,,,,,20000,,
111443,,,,,,,,,,,,,,900000
111444,,,,,,,,,,,,,,250000
111445,1000000,,,,,,,,,,,,,
111446,,,,,,,,,,,,,,2551678
111447,,,,,,,,,,,,742000,,
111448,,,,,,,,,,,,,,
111449,,,,,,,,,,,,,,3000000
111450,,,,,,,,,,,,,,1500000
111451,,,,,,,,,,,,,,
111452,,,,,,,,,,,,,,700000
111453,,,,,,,,,,,,,,
111454,,,,,,,,,,,,,,
111455,,,,,,,,,,,,,,17000000
111456,,,1500,,,,,,,,,,,
111457,,,,,,,,,,,,,,38000000
111458,,,,,,,,,,,,,,17000000
111459,,,,,,,,,,,,,,33000000
111460,,,,,,,,,,,,,,7000000
111461,,,,,,,,,,,,,,
111462,,,,,,,,,,,,20000,,
111463,,,,,,,,,,,,,,
111464,650000,,,,,,,,,,,,,
111465,,,,,,,,,,,,25000,,
111466,,,,,,,,,,,,,,
111467,,,,,,,,,,,,,,950000
111468,,,,,,,,,,,,500000,,
111469,,,,,,,,,,,,,,5000000
111470,,,,,,,,,,,,,,500000
111471,,,,,,,,,,,,,,
111472,,,,,,,,,,,,30000,,
111473,575000,,,,,,,,,,,,,
111474,,,,,,,,,,,,,,188000
111475,,,,,,,,,,,,,,3500000
111476,,,,,,,,,,,,,,
111477,,,,,,,,,,,,120000,,
111478,,,,,,,,,,,,,,500000
111479,,,,,,,,,,,,,,5100000
111480,,,,,,,,,,,,,,12000000
111481,,,,,,,,,,,,,,530000
111482,,,,,,,,,,,,23000,,
111483,,,,,,,,,,,,,,5500000
111484,,,,,,,,,,,,,,2500000
111485,,,,,,,,,,,,,,7000000
111486,,,,,,,,,,,,900000,,
111487,,,,,,,,,,,,,,
111488,,,,,,,,,,,,,,100000
111489,,,,,,,,,,,,10000,,
111490,,,,,,,,,,,,600000,,
111491,,,,,,,,,,,,,,4500000
111492,,,32171635,,,,,,,,,,,
111493,,,8400000,,,,,,,,,,,
111494,,,,,,,,,,,,,,23000000
111495,,,,,,,,,,,,,,3250000
111496,,,,,,,,,,,,,,769999
111497,,,,,,,,,,,,,,250000
111498,,,,,,,,,,,,,179689,
111499,,,,,,,,,,,,,,7000000
111500,,,,,,,,,,,,,,3000000
111501,,,,,,,,,,,,,,12000000
111502,,,,,,,,,,,,,,10000000
111503,,,,,,,,,,,,,,6500000
111504,,,,,,,,,,,,,,1225000
111505,,,,,,,,,,,,,,
111506,,,,,,,,,,,,1900000,,
111507,,,,,,,,,,,,,5000000,
111508,,,,,,,,,,,,,2300000,
111509,,,,,,,,,,,,,,
111510,,,,,,,,,,,,,,
111511,,,,,,,,,,,,,,3500000
111512,,,,,,,,,,,,40000,,
111513,,,,,8500000,,,,,,,,,
111514,,,,,,,,,,,,,,1572526
111515,,,,,,,,,,,,,,6000000
111516,,,,,,,,,,,,,,1282836
111517,,,,,,,,,,,,,,5000000
111518,,,,,,,,,,,,31500,,
111519,,,,,,,,,,,,150000,,
111520,,,,,,,,,,,,267240,,
111521,,,,,,,,,,,,,,506919
111522,,,,,,,,,,,,250000,,
111523,,,,,,,,,,,,,,
111524,,,,,,,,,,,,200000,,
111525,,,,,,,,,,,,12000,,
111526,,,,,,,,,5000000,,,,,
111527,,,20000000,,,,,,,,,,,
111528,,,,,,,,,,,,28753,,
111529,,,,,,,,,,,,7000000,,
111530,,,,4925000,,,,,,,,,,
111531,,,,80000,,,,,,,,,,
111532,,,,,,,,,,,,,,5400000
111533,50000,,,,,,,,,,,,,
111534,,,,,,,,,,,,12500,,
111535,,,,,,,,,,,,,,
111536,,,,,,,,,,,,,,47853300
111537,,,,,,,,,,,,,,10000000
111538,,,,,,,,,,,,,,10000000
111539,,,,,,,,,,,,,,1000000
111540,,,,,,,,,,,,,,
111541,,0,,,,,,,,,,,,
111542,,,,300000,,,,,,,,,,
111543,,,,,,,,,,,,,,1087553
111544,,,,,,,,,,,,,,4000000
111545,,,,,,,,,,,,,,4000000
111546,,,,,,,,,,,,,,
111547,,,,,,,,,,,,,,
111548,500000,,,,,,,,,,,,,
111549,,,,,,,,,,,,,,
111550,,,,,,,,,,,,,,100000
111551,,,,,,,,,,,,,,1105000
111552,,,,,,,,,,,,,,500000
111553,,,,,,,,,,,,,,50000
111554,,,,,,,,,,,,,,
111555,,,,,,,,,,,,,,25500000
111556,,,,,,,,,,,,,,7500000
111557,,,,,,,,,,,,,,15700000
111558,,,,,,,,,,,,,,8700000
111559,,,,,,,,,,,,,,1175250
111560,,,,3000000,,,,,,,,,,
111561,,,,,,,,,,,,,,
111562,,,,,,,,,,,,,,
111563,,,,,,,,,,,,200000,,
111564,,,,,,,,,,,,800000,,
111565,,,,,,,,,,,,64938,,
111566,310117,,,,,,,,,,,,,
111567,,,,,,,,,,,,,,
111568,,,,,,,,,,,,1250000,,
111569,,,,,,,,,,,,,,6550000
111570,,,,,,,,,,,,,,7306439
111571,,,,,,,,,,,,,,25300000
111572,,,,,,,,,,,,,,
111573,,,,,,,,,,,,800000,,
111574,,,,,,,,,,,,,,2800000
111575,,,,,,,,,,,,,,8000000
111576,,,,,,,,,,,,,,
111577,,,,,,,,,,,,,,35000000
111578,,,,,,,,,,,,,,25000000
111579,,,,,,,,,,,,,,250000
111580,,,,,,,,,,,,,,151785
111581,,,,,39460,,,,,,,,,
111582,,,,,,,,,,,,,,50131
111583,,,,,,,,,,,,,,1300000
111584,,,,,,,,,,,,,,2106000
111585,,,,,,,,,,,,,,100000000
111586,,,,,,,,,,,,,,2143000
111587,,,,,,,,,,,,,,1560000
111588,,,,,,,,,,,,546000,,
111589,,,,,,,,,,,,,,40000000
111590,,,,,,,,,,,,,,302000
111591,,,,,,,,,,,,,,
111592,,,,,,,,,,,,,,33000000
111593,,,16427797,,,,,,,,,,,
111594,,,,,,,,,,,,,,
111595,,,,,,,,,,,,,,38484629
111596,,,,,,,,,,,,,,15200000
111597,1000000,,,,,,,,,,,,,
111598,,,,,,,,,,,,,250000,
111599,,,,,,,,,,,,,,
111600,,,,,,,,,,,,,,1200000
111601,,,,,,,,,,,,1000000,,
111602,,,,,,,,,,,,,,
111603,,,,,,,,,,,,,,9000000
111604,,,,,,,,,,,,,,1043477
111605,,,,,,,,,,,,,,
111606,,,,,,,,,,,,,,
111607,,,,,,,,,,,,18000,,
111608,,,,,,,,,,,,25000,,
111609,,,,,,,,,,,,,,9200000
111610,,,,,,,,,,,,,,4000000
111611,,,,,,,,,,,,150000,,
111612,,,,,,,,,,,,,,
111613,,,,,,,,,,,,500000,,
111614,,,25000,,,,,,,,,,,
111615,,,,,,,,,,,,,,350001
111616,,,,,,,,,,,,,,325002
111617,,,,,,,,,,,,,,130000
111618,,,,,,,,,,,,,,
111619,,,,4000,,,,,,,,,,
111620,,,,,,,,,,,,,,500000
111621,,,,,,,,,,,,,,1500000
111622,,,,493683,,,,,,,,,,
111623,,,,,,,,,,,,,,893750
111624,,,,,,,,,,,,,,2000000
111625,,,,,,,,,,,,,,3600000
111626,,,,,,,,,,,,,,559477
111627,,,81000,,,,,,,,,,,
111628,,,,,,,,,,,,,,155000
111629,,,,,,,,,,,,,,8000000
111630,,,,,,,,,,,,,,19791
111631,,,,,,,,,,,,500000,,
111632,,,,,,,,,,,,,,
111633,,,,,,,,,,,,,,1020076
111634,,,257500,,,,,,,,,,,
111635,,,,,,,,,,,,,,1219255
111636,,,,,,,,,,,,,,200000
111637,,,,,,,,,,,,1264798,,
111638,,,,,,,,,,,,5500000,,
111639,,,,,,,,,,,,,,18000000
111640,,,,,,,,,,,,,,16389002
111641,,,,,,,,,,,,,,6600000
111642,,,,,,,,,,,,,,20000000
111643,,,4452226,,,,,,,,,,,
111644,,,,,,,,,,,,,,10000000
111645,,,,,,,,,,,,1100000,,
111646,,,,,,,,,,,,350000,,
111647,,,,,,,,,,,,,,
111648,,,,,,,,,,,,1240000,,
111649,,,,,,,,,,,,,,
111650,,,,,,,,,,,,500000,,
111651,,,,,,,,,,,,,,
111652,,,,,,,,,,,,,7503717,
111653,,,,,,,,,,,,,,1000000
111654,,,,,,,,,,,,,,1500000
111655,,,,,,,,,,,,,,
111656,,,,50000,,,,,,,,,,
111657,,,,,,,,,,,,32165,,
111658,,,,,,,,,,,,,,1700000
111659,,,,,,,,,,,,,,2500000
111660,,,,,,,,,,,,,,2500000
111661,,,,,,,,,,,,1000000,,
111662,,,,,,,,,,,,,,1520000
111663,,,,,,,,,,,,,,300000
111664,,,,,,,,,,,,,,3100000
111665,762970,,,,,,,,,,,,,
111666,,,,,,,,,,,,,,1628664
111667,,,,,,,,,,,,,,
111668,223175,,,,,,,,,,,,,
111669,245831,,,,,,,,,,,,,
111670,227287,,,,,,,,,,,,,
111671,154902,,,,,,,,,,,,,
111672,,,,,,,,,,,,,,2000000
111673,,,,,,,,,,,,,,1200000
111674,,,,,,,,,,,,,,15000000
111675,,,,,,,,,,,,,,23000000
111676,,,,,,,,,,,,,,375000
111677,,,,,,,,,,,,,,25480000
111678,,,,,,,,,,,,,,1575000
111679,,,,,,,,,,,,,,
111680,,,,,,,,,,,,,,
111681,,,,,,,,,,,,100000,,
111682,32000,,,,,,,,,,,,,
111683,,,,,,,,,,,,,,
111684,,,,,,,,,,,,,,12700000
111685,,,,,,,,,,,,,,3500000
111686,,,,50000,,,,,,,,,,
111687,,1000000,,,,,,,,,,,,
111688,,,,,,,,,,,,,,50000
111689,,,,,,,,,,,,,,1886780
111690,,,,,,,,,,,,,,100000
111691,,,,,,,,,,,,,,5500000
111692,,,,,,,,,,,,,,5000000
111693,,,,,,,,,,,,,2871641,
111694,,,,,,,,,,,,,,15000000
111695,,,,,,,,,,,,,,
111696,,,,,,,,,,,,,,20000
111697,,,,,,,,,,,,,,19579019
111698,,,,,,,,,,,,25000,,
111699,,,,,,,,,,,,110000,,
111700,,,,,,,,,,,,,,
111701,,,,251711,,,,,,,,,,
111702,,,,,,,,,,,,33078,,
111703,,,,,,,,,,,,,,565000
111704,,,,,,,,,,,,,,275000
111705,,,,,,,,,,,,,,787216
111706,,,,,,,,,,,,,,3000000
111707,,,,,,,,,,,,,,1100000
111708,,,,,,,,,,,,,,4400000
111709,,,158308,,,,,,,,,,,
111710,,,,,,,,,,,,,,5000000
111711,,,,,,,,,,,,,,5049949
111712,,,,,1000000,,,,,,,,,
111713,,,,,,,,,,,,,,6500000
111714,,,,,,,,,,,,,,
111715,,,,,,,,,,,,,15000000,
111716,,,,,5789000,,,,,,,,,
111717,,,,,,,,,,,,,,5000000
111718,,,,,,,,,,,,,,10000000
111719,,,,,,,,,,,,,,15000000
111720,,,,,,,,,,,,,,1000000
111721,,,,,264094,,,,,,,,,
111722,20000,,,,,,,,,,,,,
111723,,,,,,,,,,,,2000000,,
111724,,,,,,,,,,,,,,
111725,,,,,,,,,,,,22818,,
111726,0,,,,,,,,,,,,,
111727,,,,,,,,,,,,525000,,
111728,,80000,,,,,,,,,,,,
111729,,,,,,,,,,,,800000,,
111730,,,,,,,,,,,,100000,,
111731,,,,,,,,,,,,60000,,
111732,,,57500,,,,,,,,,,,
111733,,,,,,,,,,,,30000,,
111734,,,,,,,,,,,,,,
111735,,,,,,,,,,,,1000000,,
111736,,,,,,,,,,,,454545,,
111737,,,,,,,,,,,,,,
111738,,,,,,,,,,,,50000,,
111739,,,,,,,,,,,,,,250000
111740,,,,,,,,,,,,,,20040723
111741,,,,,,,,,,,,,,6500000
111742,,,,,,,,,,,,,,10000000
111743,,,,,,,,,,,,,,4000000
111744,,,,,,,,400000000,,,,,,
111745,,,,,,,,86000000,,,,,,
111746,81950,,,,,,,,,,,,,
111747,,,,,,,,,,,,87000,,
111748,,,,,,,,,,,,,,
111749,,,,,,,,,,,,149000,,
111750,,,,,,,,,,,,240000,,
111751,,,,,,,,,,,,,,
111752,,,,,,,,,,,,,,3000000
111753,,,,,,,,,,,,,,
111754,,,,,,,,,,,,180000,,
111755,,,,,,,,,,,,,,
111756,,,,,,,,,,,,,,11000000
111757,1000000,,,,,,,,,,,,,
111758,,,,,,,,,,,,33887,,
111759,,,,,,,,,,,,,,3500000
111760,,,,,,,,,,,,,,825000
111761,,,,,,,,,,,,,,1000000
111762,,,,,,,,,,,,,,
111763,,,,,,,,,,,,,,300000
111764,,,,,,,,,,,,,,625000
111765,,,,,,,,,,,,,41250,
111766,,,,,,,,,,,,,,
111767,,,,,,,,,,,,,,
111768,,,,,,,,,,,,,,
111769,,,,,,,,,,,,,,
111770,,,,,,,,,,,,,,
111771,,,,,,,,,,,,475000,,
111772,,,,,,,,,,,,,,40000000
111773,,,,,,,,,,,,,,10000000
111774,,,,,,,,,,,,,,
111775,,,,,,,,,,,,,,
111776,,,,,,,,,,,,,,
111777,,,,,,,,,,203282,,,,
111778,,,,,,,,,,,,1500000,,
111779,,,,,,,,,,,,,,16000000
111780,,,,,,,,,,,,,,2720000
111781,,,,,,,,,,,,100000,,
111782,,,,,,,,,,,,,,1374907
111783,,,,,,,,,,,,4500000,,
111784,,,,,,,,,,,,665000,,
111785,,,,,,,,,,,,,,5186985
111786,,,,,,,,,,,,,,
111787,,,,,,,,,,,,1000000,,
111788,500000,,,,,,,,,,,,,
111789,,,10000,,,,,,,,,,,
111790,,,,,,,,,,,,,,
111791,,,,,,,,,,,,,,1222161
111792,,,,,,,,,,,,,,11000000
111793,,,,,,,,,,,,,,2200000
111794,,,,,,,,,,,,,,17270000
111795,,,,,,,,,,,,,,63000000
111796,,,,,,,,,,,,,,
111797,,,,,,,,,,,,,,70000000
111798,,,,,150000,,,,,,,,,
111799,,,,,,,,,,,,,,1700000
111800,,,,,,,,,,,,,,
111801,,,32500,,,,,,,,,,,
111802,,,,,,,,,,,,190000,,
111803,,,300000,,,,,,,,,,,
111804,162954,,,,,,,,,,,,,
111805,200000,,,,,,,,,,,,,
111806,,,,,,,,,,,,20000,,
111807,,,,,,,,,,,,500000,,
111808,200000,,,,,,,,,,,,,
111809,,,,,,,,,,,,500000,,
111810,,,,,,,,,,,,30000,,
111811,,,,,,,,,,,,150000,,
111812,,,,,,,,,5000,,,,,
111813,,,,,,,,,,,,,,
111814,,,,,,,,,5000,,,,,
111815,,,,,,,,,,,,120000,,
111816,,,,,,,,,,,,20000,,
111817,,,,,,,,,,,,310000,,
111818,,,,,,,,,210899993,,,,,
111819,,,,,,,,,,,,,,35000000
111820,,,1000000,,,,,,,,,,,
111821,,,,,,,,,,,,1000,,
111822,,,,,,,,,,,,,,
111823,,,,,,,,,,,,2500000,,
111824,,,,,,,,,,,,,,2938947
111825,,,,,,,,,,,,,,7800000
111826,2000000,,,,,,,,,,,,,
111827,,,,,,,,,,,,,,1000000
111828,,,,,,,,30434782,,,,,,
111829,,,,,,,,28440601,,,,,,
111830,,,,,,,,,,,,310000,,
111831,,,,,,,,,,,,,,15608659
111832,,,,,,,,,,,,,,
111833,,,,,,,,,,,,,,5000000
111834,200000,,,,,,,,,,,,,
111835,,3000000,,,,,,,,,,,,
111836,,,,,,,,,,,,,,5100000
111837,,,,,,,,,,,,,,190000
111838,,,,,,,,,,,,,,37000000
111839,,,,,,,,,,,,200000,,
111840,,,,,,,,,,,,,,30000
111841,,,100000,,,,,,,,,,,
111842,,,205380,,,,,,,,,,,
111843,,,,,,,,,,,,,,
111844,,,,,,,,,,,,,,7000000
111845,,,,,,,,,,,,,,3046250
111846,,,,,,,,,,,,,,21500000
111847,,,,,,,,,,,,25000,,
111848,,,,,,,,,,,,50000,,
111849,,,,,,,,,,,,,,750000
111850,,,,,,,,,,,,,,2000000
111851,,,17000000,,,,,,,,,,,
111852,,,,,,,,,,,,,,16000000
111853,,,,,,,,,,,,,,10000000
111854,,,,,,,,,,,,,,5000000
111855,,,,,,,,,,,,2100000,,
111856,,,,,,,,,,,,,,9200000
111857,,,,,,,,,,,,,,3040000
111858,,,,,,,,,,,,,,3630000
111859,,,,,,,,,,,,,,2662465
111860,,,,,,,,,,,,,,4140000
111861,,,,,,,,,,,,2315880,,
111862,,,,,,,,,,,,,,
111863,,,,,,,,,,,,,,250000
111864,,,,,,,,,,,,,,12500000
111865,,,400000,,,,,,,,,,,
111866,,,,,,,,,,,,,,600000
111867,,,,,,,,,,,,,,2000000
111868,,,,,,,,,,,,,,700000
111869,,,,,,,,,,,,,,10000000
111870,,,,,,,,,,,,,,600000
111871,,,,,,,,,,,,,,725000
111872,,,,,,,,,,,,,,10000000
111873,,,,,,,,,,,,,,
111874,,,,,,,,,,,,,,2200000
111875,,,,,,,,,,,,,,2530000
111876,,,,,,,,,,,,,,5820000
111877,,,,,,,,,,,,,,3620000
111878,,,,,,,,,,,,2300000,,
111879,,100000,,,,,,,,,,,,
111880,,1970000,,,,,,,,,,,,
111881,,,,,,,,,,,,,,2600000
111882,,,,,,,,,,,,,,4500000
111883,,,,,,,,,,,,150000,,
111884,,,,,,,,,,,,20395,,
111885,,,,,,,,,,,,,,37499999
111886,,,,,,,,,,,,,,9249100
111887,,,,,,,,,,,,,,9353400
111888,,,,,,,,,,,,,,2185190
111889,,,,,,,,,,,,,,905992
111890,,,,,,,,,,,,,,21000000
111891,,,,,,,,,,,,,,5000000
111892,,,,,,,,,,,,,,2500000
111893,,,,,,,,,,,,,,349000
111894,,,,,,,,,,,,,,7500000
111895,,,,,,,,,,,,,,30000000
111896,,,,,,,,,,,,,,12000000
111897,,,,,,,,,,,,,,15000000
111898,,,,,,,,,,,,,,12000000
111899,,,,,,,,,,,,,,1370000
111900,,,,,,,,,,,,,,8000000
111901,,,,,,,,,,,,,,15000000
111902,,,,,,,,,,,,,,5000000
111903,,,,,,,,,,,,,,50000000
111904,,,,,,,,,,,,,,4000000
111905,,,,,,,,,,,,,,300000
111906,,,,,,,,,,,,,,13000000
111907,,,,,,,,,,,,,219619,
111908,,,,,,,,,,,,,,
111909,,,,,,,,,,,,,,25500000
111910,,,,,,,,,,,,,,10000000
111911,,,,,,,,,,,,,,11798141
111912,,,,,,,,,,,,,,20000000
111913,,,,,,,,,,,,,,
111914,,,,,,,,,,,,,,21000000
111915,,,,,,,,,,,,,,7300000
111916,,,,,,,,,,,,,,54000000
111917,,,,,,,,,,,,,,12000000
111918,,,,,,,,,,,,,,16000000
111919,,,,,,,,,,,,,,20500000
111920,,,,,,,,,,,,,,6800000
111921,,,750000,,,,,,,,,,,
111922,,,,,,,,,,,,,,12000000
111923,,,,,,,,,,,,,,5500000
111924,,,1700000,,,,,,,,,,,
111925,,,,,,,,,,,,,,18298214
111926,,,,,,,,,,,,,,1800000
